Time, Values
2022-10-13 04:35, [5.448698249210442 0.051402813671796624]
2022-10-13 04:36, [5.451699482072599 0.05143112718936414]
2022-10-13 04:37, [5.538906209267851 0.05275148770731287]
2022-10-13 04:38, [5.533709954090664 0.052701999562768234]
2022-10-13 04:39, [5.451699482072599 0.05143112718936414]
2022-10-13 04:41, [5.544931293545811 0.050408466304961916]
2022-10-13 04:42, [5.54427642006306 0.05181566747722486]
2022-10-13 04:43, [5.50559016020863 0.05617949143070031]
2022-10-13 04:44, [5.42361989929978 0.05709073578210295]
2022-10-13 04:46, [5.455013739129686 0.0482744578684043]
2022-10-13 04:47, [5.45817404720961 0.047878719712365]
2022-10-13 04:48, [5.818513599320268 0.049309437282375156]
2022-10-13 04:50, [5.451986282012582 0.04782444107028581]
2022-10-13 04:51, [5.53909138092956 0.05081735211861982]
2022-10-13 04:54, [5.523154518314931 0.051140319614027145]
2022-10-13 04:55, [5.539029609851025 0.051287311202324305]
2022-10-13 04:56, [5.5389061390582155 0.0522538315005492]
2022-10-13 04:57, [5.387194781611749 0.05130661696773094]
2022-10-13 05:01, [5.451699482072599 0.05143112718936414]
2022-10-13 05:02, [5.8489808434949415 0.05222304324549055]
2022-10-13 05:03, [5.933425435229356 0.05394023122935778]
2022-10-13 05:04, [5.8943756851849125 0.04911979737654094]
2022-10-13 05:05, [5.89268424008359 0.05036482256481701]
2022-10-13 05:06, [5.767743156991262 0.04887917929653612]
2022-10-13 05:11, [5.339597352750987 0.058039101660336816]
2022-10-13 05:12, [5.374150648743446 0.05717181541216432]
2022-10-13 05:13, [5.3080132238596365 0.057075411009243404]
2022-10-13 05:14, [5.3751225601211665 0.0603946355069794]
2022-10-13 05:15, [5.378993367426504 0.05846731921115765]
2022-10-13 05:16, [5.514461779640579 0.05459863148158989]
2022-10-13 05:17, [5.434191938406443 0.05602259730315921]
2022-10-13 05:18, [5.514197080817689 0.05743955292518426]
2022-10-13 05:23, [5.381137280353858 0.05327858693419662]
2022-10-13 05:24, [5.4369966134150065 0.05491915771126269]
2022-10-13 05:25, [5.38506338781883 0.0538506338781883]
2022-10-13 05:26, [5.379107194170829 0.05545471334196731]
2022-10-13 05:27, [5.3381871504075145 0.05503285722069603]
2022-10-13 05:31, [5.339561759515722 0.059328463994619135]
2022-10-13 05:36, [5.947343998727617 0.051716034771544496]
2022-10-13 05:37, [5.5502297487680465 0.04868622586638637]
2022-10-13 05:38, [5.524078183726638 0.05114887207154294]
2022-10-13 05:39, [5.332114533515063 0.050302967297311915]
2022-10-13 05:40, [5.385157957852191 0.05178036497934799]
2022-10-13 05:41, [5.523740983042959 0.054154323363166265]
2022-10-13 05:42, [5.533590512023416 0.05372417972838268]
2022-10-13 05:43, [5.428911966596634 0.054837494612087215]
2022-10-13 05:50, [5.442723744993087 0.053360036715618495]
2022-10-13 05:52, [5.441119934955934 0.04901909851311652]
2022-10-13 05:53, [5.454904078046735 0.04959003707315214]
2022-10-13 05:56, [5.385181609080667 0.051287443896006354]
2022-10-13 05:57, [5.349196381346837 0.04952959612358182]
2022-10-13 05:58, [5.385228922008985 0.050329242261766216]
2022-10-13 05:59, [5.787885584228201 0.05409238863764674]
2022-10-13 06:00, [5.539029609851024 0.0512873112023243]
2022-10-13 06:01, [5.803193331608679 0.05579993588085268]
2022-10-13 06:02, [5.528792765975953 0.05215842232052786]
2022-10-13 06:03, [5.533530824347651 0.054250302199486775]
2022-10-13 06:04, [5.4427914942741475 0.05233453359878988]
2022-10-13 06:08, [5.339615152332758 0.057415216691750086]
2022-10-13 06:09, [5.30069270956345 0.060235144426857394]
2022-10-13 06:12, [5.280557406634132 0.058028103369605843]
2022-10-13 06:38, [5.528619044687958 0.053675913055222894]
2022-10-13 06:39, [5.852870796877099 0.04837083303204214]
2022-10-13 06:40, [5.854630435513027 0.04683704348410422]
2022-10-13 06:41, [5.887018745628849 0.04709614996503079]
2022-10-13 06:42, [5.953781490291482 0.048404727563345386]
2022-10-13 06:43, [5.818160886535143 0.049727870825086694]
2022-10-13 06:44, [5.439817972995996 0.054398179729959965]
2022-10-13 06:45, [5.434095631209496 0.057809527991590386]
2022-10-13 06:46, [5.42612190686022 0.058345396847959356]
2022-10-13 06:47, [5.377080007663321 0.0584465218224274]
2022-10-13 06:48, [5.281565224794232 0.060017786645388996]
2022-10-13 06:49, [5.276360227928848 0.06281381223724819]
2022-10-13 06:57, [5.301864025260357 0.06094096580759031]
2022-10-13 06:58, [5.379016126310126 0.057838883078603506]
2022-10-13 07:03, [5.294664375119018 0.062290169119047265]
2022-10-13 07:13, [5.38104505217903 0.05547469125957763]
2022-10-13 07:14, [5.431309284066965 0.05968471740732929]
2022-10-13 07:15, [5.423365228788586 0.05708805503987985]
2022-10-13 07:23, [5.305458984569804 0.061691383541509354]
2022-10-13 07:29, [5.335160864755324 0.05736732112640134]
2022-10-13 07:30, [5.436931269063492 0.056050837825396826]
2022-10-13 07:33, [5.503508317290831 0.05673719914732815]
2022-10-13 07:35, [5.369518328596809 0.062436259634846614]
2022-10-13 07:59, [5.377012560109711 0.06041587146190687]
2022-10-13 09:24, [5.324348944920267 0.05850932906505788]
2022-10-13 09:47, [5.333565999510557 0.06274783528835949]
2022-10-13 09:50, [5.299432884644931 0.06462723030054794]
2022-10-13 09:51, [5.42857054327299 0.061688301628102155]
2022-10-13 09:52, [5.436833302453322 0.057838652153758746]
2022-10-13 09:53, [5.509630088001617 0.05924333427958728]
2022-10-13 09:54, [5.333583141781041 0.06201840862536094]
2022-10-13 09:57, [5.280582038306309 0.056780452024799026]
2022-10-13 09:58, [5.385134310112798 0.052282857379735904]
2022-10-13 10:04, [5.371473255928848 0.058385578868791824]
2022-10-13 10:19, [5.431403931214029 0.057780892885255626]
2022-10-13 10:20, [5.431309284066965 0.05968471740732929]
2022-10-13 10:22, [5.389088074296237 0.05443523307369936]
2022-10-13 10:25, [5.37716998190296 0.056012187311489166]
2022-10-13 10:26, [5.371386422195965 0.06103848207040869]
2022-10-13 10:34, [5.816060753898544 0.05239694372881571]
2022-10-13 10:35, [5.787303265907722 0.055117173961025924]
2022-10-13 10:36, [5.727033574044877 0.05352367826210165]
2022-10-13 10:37, [5.523628740258699 0.055236287402586993]
2022-10-13 10:38, [5.284854793215879 0.05448303910531834]
2022-10-13 10:40, [5.304318322528226 0.05828921233547501]
2022-10-13 10:42, [5.280582038306309 0.056780452024799026]
2022-10-13 10:44, [5.423529737087397 0.05895141018573257]
2022-10-13 10:45, [5.33657950901796 0.05929532787797733]
2022-10-13 10:46, [5.341091916419104 0.058693317762847294]
2022-10-13 10:47, [5.37334243653534 0.05777787566167033]
2022-10-13 10:49, [5.646960487054804 0.06007404773462557]
2022-10-13 10:50, [5.431340826907125 0.059036313335947006]
2022-10-13 10:53, [5.305502143964931 0.05961238364005541]
2022-10-13 10:57, [5.508266918706849 0.054537296224820286]
2022-10-13 10:58, [5.533769708515306 0.05220537460863497]
2022-10-13 10:59, [5.815020916197946 0.05384278626109209]
2022-10-13 11:00, [5.538659482417316 0.054300583160954076]
2022-10-13 11:01, [5.776508791474803 0.0555433537641808]
2022-10-13 11:02, [5.5389061390582155 0.0522538315005492]
2022-10-13 11:03, [5.523909494719272 0.05260866185446926]
2022-10-13 11:04, [5.5146208089924365 0.05302520008646573]
2022-10-13 11:05, [5.523628740258699 0.055236287402586993]
2022-10-13 11:06, [5.7264360346294145 0.05506188494835976]
2022-10-13 11:08, [5.439784717352783 0.05494732037730084]
2022-10-13 11:09, [5.434095631209496 0.057809527991590386]
2022-10-13 11:14, [5.429056635317534 0.054290566353175335]
2022-10-13 11:15, [5.528329926925154 0.0564115298665832]
2022-10-13 11:16, [5.434256175364402 0.05489147651883234]
2022-10-13 11:30, [5.3426186822261785 0.058710095409078886]
2022-10-13 11:31, [5.3662629165000055 0.05962514351666673]
2022-10-13 11:39, [5.382959962265232 0.05666273644489719]
2022-10-13 11:40, [5.426091374336685 0.05897925406887701]
2022-10-13 11:41, [5.333583141781041 0.06201840862536094]
2022-10-13 11:42, [5.4209196869413185 0.060909209965632795]
2022-10-13 11:43, [5.33657950901796 0.05929532787797733]
2022-10-13 11:45, [5.2795069398759145 0.05866118822084349]
2022-10-13 11:46, [5.306709269588885 0.060303514427146425]
2022-10-13 11:50, [5.339597352750987 0.058039101660336816]
2022-10-13 11:51, [5.436800660216982 0.05846022215287078]
2022-10-13 11:52, [5.434224053667706 0.0554512658537521]
2022-10-13 11:53, [5.384968873544976 0.056093425766093497]
2022-10-13 11:57, [5.420609330157102 0.058286121829646265]
2022-10-13 11:58, [5.4457176665800215 0.051863977776952584]
2022-10-13 11:59, [5.549832868761182 0.05138734137741836]
2022-10-13 12:00, [5.533590512023416 0.05372417972838268]
2022-10-13 12:01, [5.426006059688185 0.058978326735741146]
2022-10-13 12:14, [5.327357261028795 0.056674013415199946]
2022-10-13 12:35, [5.336562043322912 0.059961371273291146]
2022-10-13 12:36, [5.3243143268971815 0.05982375648199081]
2022-10-13 12:57, [5.426213539339849 0.05652305770145676]
2022-10-13 13:04, [5.305502143964931 0.05961238364005541]
2022-10-13 13:16, [5.301864025260357 0.06094096580759031]
2022-10-13 13:37, [5.328802744968856 0.05855827192273468]
2022-10-13 13:43, [5.304304040630374 0.05893671156255971]
2022-10-13 13:44, [5.303086476813076 0.05958524131250647]
2022-10-13 13:52, [5.375166994923307 0.059067769174981404]
2022-10-13 13:53, [5.3080716968026636 0.05472238862683158]
2022-10-13 13:55, [5.426152445200447 0.057725026012770714]
2022-10-13 13:57, [5.509681506562794 0.058613633048540364]
2022-10-13 13:58, [5.669433057558401 0.05785135773018777]
2022-10-13 13:59, [5.428956868374915 0.05596862750901975]
2022-10-13 14:00, [5.431783079628381 0.05124323660026774]
2022-10-13 14:01, [5.338275388192238 0.05233603321757096]
2022-10-13 14:02, [5.339793256940218 0.05184265298000212]
2022-10-13 14:08, [5.725642764568664 0.05725642764568664]
2022-10-13 14:09, [5.695250236063246 0.056952502360632457]
2022-10-13 14:10, [5.5285611794038845 0.05420158019023416]
2022-10-13 14:11, [5.374292420169574 0.05374292420169574]
2022-10-13 14:12, [5.387122942011809 0.05281493080403734]
2022-10-13 14:13, [5.2816148026951035 0.057408856551033734]
2022-10-13 14:16, [5.335160864755324 0.05736732112640134]
2022-10-13 14:17, [5.371408126219811 0.06035290029460462]
2022-10-13 14:18, [5.338046070901874 0.05997804574047049]
2022-10-13 14:26, [5.518625894078317 0.058708786107216145]
2022-10-13 14:35, [5.38111421833498 0.05381114218334979]
2022-10-13 14:37, [5.4989898018616294 0.057884103177490834]
2022-10-13 14:38, [5.309254209471148 0.05708875494054998]
2022-10-13 14:39, [5.336631917524027 0.05738313889810782]
2022-10-13 14:40, [5.375078137632884 0.06178250732911361]
2022-10-13 14:41, [5.417900011770799 0.05953736276671208]
2022-10-13 14:44, [5.428943041170423 0.054289430411704226]
2022-10-13 14:45, [5.339686370431006 0.05504831309722687]
2022-10-13 14:49, [5.379129969222152 0.05488908131859339]
2022-10-13 14:51, [5.347568563152756 0.05044876002974298]
2022-10-13 14:52, [5.533709954090664 0.052701999562768234]
2022-10-13 14:54, [5.434888564701532 0.0527659083951605]
2022-10-13 14:55, [5.38928208343312 0.050367122275075886]
2022-10-13 14:56, [5.391274030239664 0.051839173367689076]
2022-10-13 14:57, [5.379152747509772 0.05433487623747244]
2022-10-13 14:58, [5.37523367022994 0.05718333691733978]
2022-10-13 15:03, [5.271909569605698 0.05608414435750742]
2022-10-13 15:05, [5.339757620184211 0.052868887328556546]
2022-10-13 15:11, [5.383146690336983 0.05226356010035906]
2022-10-13 15:12, [5.2697504817544365 0.059210679570274566]
2022-10-13 15:13, [5.377124988470452 0.05720345732415375]
2022-10-13 15:14, [5.764938139190395 0.053877926534489674]
2022-10-13 15:15, [6.03771444781905 0.05116707159168686]
2022-10-13 15:16, [5.879109885035574 0.05296495391923941]
2022-10-13 15:17, [5.550031185936915 0.050000280954386626]
2022-10-13 15:18, [5.56212889542916 0.04713668555448441]
2022-10-13 15:19, [5.556206367210723 0.047086494637379]
2022-10-13 15:20, [5.755412573851414 0.05185056372839112]
2022-10-13 15:21, [5.8489808434949415 0.05222304324549055]
2022-10-13 15:22, [5.726834146646787 0.054026737232516865]
2022-10-13 15:23, [5.439951064603809 0.052307221775036626]
2022-10-13 15:27, [5.7091907892286775 0.0588576370023575]
2022-10-13 15:28, [5.528445511463109 0.055284455114631086]
2022-10-13 15:29, [5.437587579534453 0.05664153728681722]
2022-10-13 15:30, [5.391200339454639 0.0533782211827192]
2022-10-13 15:31, [5.528734837958888 0.052654617504370366]
2022-10-13 15:32, [5.38317004664733 0.05176125044853202]
2022-10-13 15:33, [5.448557696557406 0.05341723231919025]
2022-10-13 15:37, [5.309283670494183 0.05588719653151771]
2022-10-13 15:40, [5.448768571778392 0.050451560849799924]
2022-10-13 15:41, [5.534068815213506 0.04985647581273429]
2022-10-13 15:42, [5.435130236631694 0.04941027487846995]
2022-10-13 15:43, [5.534068815213506 0.04985647581273429]
2022-10-13 15:44, [5.529140774374946 0.04936732834263345]
2022-10-13 15:45, [5.448838925210041 0.04953489932009129]
2022-10-13 15:46, [5.523274227997648 0.05021158389088771]
2022-10-13 15:47, [5.4428592722010105 0.051347728983028404]
2022-10-13 15:51, [5.533351894553244 0.055892443379325696]
2022-10-13 15:52, [5.788177538582768 0.05359423646835896]
2022-10-13 15:54, [5.524021934331027 0.05162637321804698]
2022-10-13 15:55, [5.499402010083423 0.05339225252508178]
2022-10-13 16:03, [5.379107194170829 0.05545471334196731]
2022-10-13 16:15, [5.431467060372682 0.0565777818788821]
2022-10-13 16:16, [5.4370292955823265 0.05437029295582327]
2022-10-13 16:17, [5.514673853855571 0.05252070337005306]
2022-10-13 16:19, [5.451842817901544 0.04956220743546858]
2022-10-13 16:20, [5.539029609851024 0.0512873112023243]
2022-10-13 16:22, [5.4399177813408786 0.052814735741173575]
2022-10-13 16:29, [5.339668562939892 0.05562154753062387]
2022-10-13 16:30, [5.281726409067364 0.05229432088185509]
2022-10-13 16:31, [5.310683110745814 0.05057793438805538]
2022-10-13 16:32, [5.383263505934739 0.04984503246235869]
2022-10-13 16:33, [5.445855749923798 0.04996197935709906]
2022-10-13 16:35, [5.53365022193223 0.053208175210886825]
2022-10-13 16:36, [5.442689881087166 0.0538880186246254]
2022-10-13 16:37, [5.439751468607338 0.05550766804701365]
2022-10-13 16:38, [5.423365228788586 0.05708805503987985]
2022-10-13 16:45, [5.448627957479124 0.05239065343729927]
2022-10-13 16:46, [5.448768571778392 0.050451560849799924]
2022-10-13 16:48, [5.434191938406443 0.05602259730315921]
2022-10-13 16:49, [5.3411458214298575 0.05682070022797721]
2022-10-13 16:50, [5.3427093941052854 0.05565322285526339]
2022-10-13 16:51, [5.368312588820194 0.05591992280021035]
2022-10-13 16:52, [5.681973037224193 0.05681973037224193]
2022-10-13 16:53, [5.711347608495618 0.052397684481611174]
2022-10-13 16:54, [5.5290246876080955 0.05026386079643723]
2022-10-13 16:55, [5.429223051663417 0.051706886206318255]
2022-10-13 16:56, [5.431656597155078 0.05325153526622625]
2022-10-13 17:04, [5.374316060935592 0.053211050108273185]
2022-10-13 17:05, [5.38111421833498 0.05381114218334979]
2022-10-13 17:06, [5.3157301167615625 0.05263099125506498]
2022-10-13 17:07, [5.387075066825365 0.05387075066825365]
2022-10-13 17:08, [5.754903796804186 0.05279728253948794]
2022-10-13 17:09, [5.451950403945818 0.048247348707485115]
2022-10-13 17:10, [5.533769708515306 0.05220537460863497]
2022-10-13 17:11, [5.439951064603809 0.052307221775036626]
2022-10-13 17:12, [5.429256355674641 0.05121939958183624]
2022-10-13 17:13, [5.523853304475468 0.05311397408149488]
2022-10-13 17:17, [5.27238713397688 0.0606021509652515]
2022-10-13 17:23, [5.514514771896541 0.05406387031271118]
2022-10-13 17:30, [5.383006623895192 0.055494913648404046]
2022-10-13 17:31, [5.306767268727969 0.05768225292095618]
2022-10-13 17:32, [5.371538412110859 0.05654250960116694]
2022-10-13 17:33, [5.61688884034825 0.06039665419729301]
2022-10-13 17:34, [5.36779903781576 0.059642211531286224]
2022-10-13 17:35, [5.275396434985889 0.05994768676120328]
2022-10-13 17:36, [5.2764322238708665 0.0586270247096763]
2022-10-13 17:37, [5.333617431822522 0.06060928899798321]
2022-10-13 17:38, [5.304304040630374 0.05893671156255971]
2022-10-13 17:41, [5.7442003750806165 0.0552326959142367]
2022-10-13 17:42, [5.43478510244931 0.054347851024493105]
2022-10-13 17:43, [5.306781771792255 0.05706216958916403]
2022-10-13 17:52, [5.436898606873867 0.05663436048826945]
2022-10-13 17:54, [5.374316060935592 0.053211050108273185]
2022-10-13 17:55, [5.523628740258699 0.055236287402586993]
2022-10-13 17:56, [5.434256175364402 0.05489147651883234]
2022-10-13 17:57, [5.3714298331827095 0.05968255370203011]
2022-10-13 18:03, [5.3367178475131425 0.05232076321091316]
2022-10-13 18:04, [5.347456366189402 0.053474563661894015]
2022-10-13 18:05, [5.383029959804693 0.05492887714086422]
2022-10-13 18:06, [5.3460126756162625 0.04996273528613329]
2022-10-13 18:07, [5.434923066963764 0.052258875643882347]
2022-10-13 18:08, [5.743978420660157 0.055766780783108316]
2022-10-13 18:09, [5.519061508538213 0.05410844616213934]
2022-10-13 18:10, [5.38122956162265 0.05124980534878714]
2022-10-13 18:11, [5.344361693699893 0.05239570287941072]
2022-10-13 18:12, [5.440050955876678 0.05084159771847362]
2022-10-13 18:13, [5.344380030283004 0.05188718476002916]
2022-10-13 18:19, [5.695413980726696 0.056390237432937584]
2022-10-13 18:20, [5.42878772850555 0.057145133984268945]
2022-10-13 18:21, [5.418409646182209 0.061572836888434186]
2022-10-13 18:28, [5.344361693699893 0.05239570287941072]
2022-10-13 18:29, [5.426300079414164 0.053725743360536274]
2022-10-13 18:36, [5.549965052946653 0.05045422775406048]
2022-10-13 18:50, [5.6711784943751375 0.05728463125631452]
2022-10-13 18:58, [5.788763047365255 0.05262511861241141]
2022-10-13 19:04, [5.434159829578039 0.05660583155810458]
2022-10-13 19:05, [5.505790809108205 0.05397834126576671]
2022-10-13 19:06, [5.341181768176892 0.05563731008517595]
2022-10-13 19:07, [5.33042311529295 0.054952815621576806]
2022-10-13 19:17, [5.278426851163858 0.06137705640888207]
2022-10-13 19:18, [5.485192800185837 0.06304819310558434]
2022-10-13 19:19, [5.273332949427813 0.06353413192081703]
2022-10-13 19:24, [5.426152445200447 0.057725026012770714]
2022-10-13 19:25, [5.325854782893758 0.05726725573004041]
2022-10-13 19:29, [5.333548751693335 0.053335487516933344]
2022-10-13 19:34, [5.339579555145455 0.058676698408191806]
2022-10-13 19:35, [5.5053397017556955 0.059197201094147264]
2022-10-13 19:36, [5.523292482695933 0.05875843066697801]
2022-10-13 19:38, [5.451663668132566 0.051920606363167296]
2022-10-13 19:47, [5.434224053667706 0.0554512658537521]
2022-10-13 19:54, [5.342909141115599 0.04993373029079999]
2022-10-13 19:57, [5.4398845049871785 0.05333220102928606]
2022-10-13 19:59, [5.328909572124224 0.054937212083754884]
2022-10-13 20:00, [5.428725645549805 0.05837339403816994]
2022-10-13 20:01, [5.668599336011049 0.06161521017403314]
2022-10-13 20:02, [5.42343962555925 0.0609375238826882]
2022-10-13 20:15, [5.423409599636518 0.06162965454132407]
2022-10-13 20:17, [5.2910272246327485 0.0637473159594307]
2022-10-13 20:18, [5.33215666895993 0.06128915711448195]
2022-10-13 20:23, [5.342782000586439 0.05342782000586439]
2022-10-13 20:24, [5.428818779002376 0.056550195614608084]
2022-10-13 20:30, [5.423559785523794 0.058317847156169826]
2022-10-13 20:34, [5.528792765975953 0.05215842232052786]
2022-10-13 20:44, [5.344288368335392 0.05453355477893257]
2022-10-13 20:48, [5.442689881087166 0.0538880186246254]
2022-10-13 20:49, [5.335143983889188 0.052305333175384196]
2022-10-13 20:50, [5.50993884705968 0.05565594795009778]
2022-10-13 20:53, [5.336605689794171 0.055589642602022614]
2022-10-13 20:54, [5.338081329139613 0.0586602343861496]
2022-10-13 21:01, [5.4342883034991125 0.05434288303499112]
2022-10-13 21:02, [5.267790298353792 0.05375296222809992]
2022-10-13 21:08, [5.381183414347689 0.05224449916842416]
2022-10-13 21:09, [5.377102496489157 0.0578183064138619]
2022-10-13 21:13, [5.303157358474145 0.05641656764334197]
2022-10-13 21:25, [5.33079331241933 0.058580146290322314]
2022-10-13 21:30, [5.304375462847506 0.055835531187868485]
2022-10-13 21:31, [5.330742778153369 0.06057662247901556]
2022-10-13 21:32, [5.336614446118102 0.058006678762153284]
2022-10-13 21:35, [5.493163683222479 0.05843791152364339]
2022-10-13 21:36, [5.5098873458994815 0.05622334026428042]
2022-10-13 21:40, [5.311930043294922 0.05107625041629733]
2022-10-13 21:46, [5.503402490189756 0.057930552528313216]
2022-10-13 21:47, [5.496898726028855 0.061762907034032075]
2022-10-13 21:58, [5.442453033843224 0.05789843653024706]
2022-10-13 22:01, [5.38286667973381 0.05915238109597593]
2022-10-13 22:02, [5.658062629246571 0.057735332951495626]
2022-10-13 22:05, [5.544723742201416 0.04863792756317032]
2022-10-13 22:06, [5.550694020794326 0.04587350430408534]
2022-10-13 22:07, [5.55634391521457 0.04630286596012142]
2022-10-13 22:08, [5.5456181506628655 0.04621348458885721]
2022-10-13 22:09, [5.561986295102561 0.04794815771640139]
2022-10-13 22:10, [5.556000266250257 0.04831304579348049]
2022-10-13 22:11, [5.461245780688244 0.04920041243863282]
2022-10-13 22:13, [5.4518786718938905 0.04911602407111613]
2022-10-13 22:14, [5.445855749923798 0.04996197935709906]
2022-10-13 22:15, [5.550031185936915 0.050000280954386626]
2022-10-13 22:16, [5.3934154916019645 0.050881278222660045]
2022-10-13 22:18, [5.852433888848965 0.048770282407074705]
2022-10-13 22:19, [5.818160886535143 0.049727870825086694]
2022-10-13 22:20, [5.53909138092956 0.05081735211861982]
2022-10-13 22:21, [5.523334116379858 0.049759766814232956]
2022-10-13 22:29, [5.387266653421669 0.049882098642793235]
2022-10-13 22:30, [5.43706198441431 0.05383229687538921]
2022-10-13 22:31, [5.341181768176892 0.05563731008517595]
2022-10-13 22:32, [5.336614446118102 0.058006678762153284]
2022-10-13 22:35, [5.377057521992058 0.05908854419771493]
2022-10-13 22:36, [5.384968873544976 0.056093425766093497]
2022-10-13 22:37, [5.338204794079205 0.05447147749060414]
2022-10-13 22:38, [5.30937208606462 0.052568040456085346]
2022-10-13 22:42, [5.533709954090664 0.052701999562768234]
2022-10-13 22:43, [5.765444505098275 0.052893986285305276]
2022-10-13 22:44, [5.549832868761182 0.05138734137741836]
2022-10-13 22:45, [5.445545229500474 0.05445545229500474]
2022-10-13 22:48, [5.331969238274219 0.05440784937014509]
2022-10-13 22:56, [5.4457176665800215 0.051863977776952584]
2022-10-13 22:57, [5.436963937909633 0.05547922385622075]
2022-10-13 23:14, [5.431996894352822 0.05273783392575555]
2022-10-13 23:15, [5.391396923545112 0.049462357096744146]
2022-10-13 23:16, [5.728235376923445 0.05069234846834907]
2022-10-13 23:17, [5.764685554805961 0.054383825988735486]
2022-10-13 23:23, [5.412795237803099 0.05820209933121612]
2022-10-13 23:24, [5.4397182267568 0.05607956934800825]
2022-10-13 23:26, [5.3849924968895815 0.055515386565871974]
2022-10-13 23:29, [5.4370292955823265 0.05437029295582327]
2022-10-13 23:30, [5.387099002631281 0.05333761388743843]
2022-10-13 23:31, [5.342800157346419 0.05289901145887543]
2022-10-13 23:34, [5.387027205933101 0.05496966536666429]
2022-10-13 23:35, [5.310534569191546 0.0559003638862268]
2022-10-13 23:36, [5.37018131063397 0.05774388506058032]
2022-10-13 23:41, [5.3412357034162765 0.0539518757920836]
2022-10-13 23:51, [5.3457535302374035 0.0574812207552409]
2022-10-13 23:52, [5.436963937909633 0.05547922385622075]
2022-10-13 23:54, [5.431530214402667 0.0554237776979864]
2022-10-13 23:55, [5.304318322528226 0.05828921233547501]
2022-10-13 23:58, [5.30682528885975 0.05527943009228906]
2022-10-14 00:03, [5.297174773805693 0.05951881768321004]
2022-10-14 00:04, [5.339579555145455 0.058676698408191806]
2022-10-14 00:05, [5.533829485222761 0.05171803257217534]
2022-10-14 00:06, [5.4488741135082215 0.04908895597755154]
2022-10-14 00:07, [5.336680452886797 0.05336680452886797]
2022-10-14 00:14, [5.342745693235039 0.05451781319627591]
2022-10-14 00:16, [5.303143179634298 0.05702304494230428]
2022-10-14 00:17, [5.519061508538213 0.05410844616213934]
2022-10-14 00:18, [5.7457627211188145 0.051763628118187514]
2022-10-14 00:19, [5.696235222439705 0.05373806813622363]
2022-10-14 00:32, [5.341253685862903 0.05341253685862903]
2022-10-14 00:33, [5.385087025097147 0.053317693317793534]
2022-10-14 00:34, [5.333457110701352 0.05614165379685634]
2022-10-14 00:53, [5.379084422354884 0.05603212939953004]
2022-10-14 00:54, [5.381022003424098 0.05605231253566769]
2022-10-14 00:58, [5.341253685862903 0.05341253685862903]
2022-10-14 01:00, [5.4369966134150065 0.05491915771126269]
2022-10-14 01:01, [5.297203999617473 0.058211032962829375]
2022-10-14 01:03, [5.339686370431007 0.05504831309722688]
2022-10-14 01:04, [5.381137280353858 0.05327858693419662]
2022-10-14 01:25, [5.3131414730251745 0.05313141473025174]
2022-10-14 01:40, [5.341163793795754 0.05622277677679741]
2022-10-14 01:41, [5.333603761446222 0.05178256079074001]
2022-10-14 01:56, [5.344435052620777 0.05041919860962997]
2022-10-14 01:57, [5.350783634284096 0.050007323684898096]
2022-10-14 01:58, [5.354161938934497 0.04738196406136723]
2022-10-14 01:59, [5.387146884968019 0.05230239694143708]
2022-10-14 02:05, [5.4398845049871785 0.05333220102928606]
2022-10-14 02:06, [5.3442700422338545 0.05509556744570984]
2022-10-14 02:07, [5.527864896051683 0.0547313356044721]
2022-10-14 02:08, [5.523628740258699 0.055236287402586993]
2022-10-14 02:09, [5.523572648325259 0.055793663114396555]
2022-10-14 02:10, [5.387075066825365 0.05387075066825365]
2022-10-14 02:11, [5.4399177813408786 0.052814735741173575]
2022-10-14 02:12, [5.439984354778837 0.0518093748074175]
2022-10-14 02:13, [5.311900091910744 0.05207745188147789]
2022-10-14 02:15, [5.383146690336983 0.05226356010035906]
2022-10-14 02:16, [5.420767199708808 0.055313951017436816]
2022-10-14 02:20, [5.366285402172809 0.05897016925464626]
2022-10-14 02:21, [5.3695826948355725 0.06033238982961318]
2022-10-14 02:27, [5.538844439307317 0.052750899421974445]
2022-10-14 02:28, [5.451950403945818 0.048247348707485115]
2022-10-14 02:29, [5.448944513286251 0.04822074790518806]
2022-10-14 02:30, [5.391372337345591 0.0499201142346814]
2022-10-14 02:58, [5.37716998190296 0.056012187311489166]
2022-10-14 02:59, [5.509990364771539 0.055099903647715394]
2022-10-14 03:00, [5.6710279134209225 0.05786763176960125]
2022-10-14 03:04, [5.434352579092906 0.05327796646169516]
2022-10-14 03:05, [5.442927078797905 0.05039747295183245]
2022-10-14 03:08, [5.4185552177808 0.05826403459979355]
2022-10-14 03:09, [5.325872258109944 0.05665821551180791]
2022-10-14 03:14, [5.3019484406273625 0.057010198286315726]
2022-10-14 03:17, [5.437094679913675 0.05330484980307524]
2022-10-14 03:18, [5.51446177964058 0.0545986314815899]
2022-10-14 03:19, [5.695413980726697 0.05639023743293759]
2022-10-14 03:38, [5.303129002048487 0.057642706544005294]
2022-10-14 03:42, [5.308086318371741 0.05416414610583409]
2022-10-14 04:02, [5.544723742201416 0.04863792756317032]
2022-10-14 04:03, [5.539153175820635 0.05035593796200578]
2022-10-14 04:04, [5.7646855548059595 0.054383825988735465]
2022-10-14 04:05, [5.448663099491894 0.051892029518970414]
2022-10-14 04:06, [5.434819582447498 0.05381009487571781]
2022-10-14 04:14, [5.338028444690752 0.060659414144213095]
